epoch time, bytes received, sequence number
1521005438, 1456, 0
1521005438, 1456, 1456
1521005439, 1456, 2912
1521005439, 1456, 4368
1521005439, 1456, 5824
1521005439, 1456, 7280
1521005439, 1456, 8736
1521005439, 1456, 10192
1521005439, 1456, 11648
1521005439, 1456, 13104
1521005439, 1456, 14560
1521005439, 1456, 16016
1521005439, 1456, 17472
1521005439, 1456, 18928
1521005439, 1456, 20384
1521005439, 1456, 21840
1521005439, 1456, 23296
1521005439, 1456, 24752
1521005439, 1456, 26208
1521005439, 1456, 27664
1521005439, 1456, 29120
1521005439, 1456, 30576
1521005439, 1456, 32032
1521005439, 1456, 33488
1521005439, 1456, 34944
1521005440, 1456, 36400
1521005440, 1456, 37856
1521005440, 1456, 39312
1521005440, 1456, 40768
1521005440, 1456, 42224
1521005440, 1456, 43680
1521005440, 1456, 45136
1521005440, 1456, 46592
1521005440, 1456, 48048
1521005440, 1456, 49504
1521005440, 1456, 50960
1521005440, 1456, 52416
1521005440, 1456, 53872
1521005440, 1456, 55328
1521005440, 1456, 56784
1521005440, 1456, 58240
1521005440, 1456, 59696
1521005440, 1456, 61152
1521005440, 1456, 62608
1521005440, 1456, 64064
1521005440, 1456, 65520
1521005440, 1456, 66976
1521005441, 1456, 68432
1521005441, 1456, 69888
1521005441, 1456, 71344
1521005441, 1456, 72800
1521005441, 1456, 74256
1521005441, 1456, 75712
1521005441, 1456, 77168
1521005441, 1456, 78624
1521005441, 1456, 80080
1521005441, 1456, 81536
1521005441, 1456, 82992
1521005441, 1456, 84448
1521005441, 1456, 85904
1521005441, 1456, 87360
1521005441, 1456, 88816
1521005441, 1456, 90272
1521005441, 1456, 91728
1521005441, 1456, 93184
1521005441, 1456, 94640
1521005441, 1456, 96096
1521005441, 1456, 97552
1521005441, 1456, 99008
1521005441, 1456, 100464
1521005442, 1456, 101920
1521005442, 1456, 103376
1521005442, 1456, 104832
1521005442, 1456, 106288
1521005442, 1456, 107744
1521005442, 1456, 109200
1521005442, 1456, 110656
1521005442, 1456, 112112
1521005442, 1456, 113568
1521005442, 1456, 115024
1521005442, 1456, 116480
1521005442, 1456, 117936
1521005442, 1456, 119392
1521005442, 1456, 120848
1521005442, 1456, 122304
1521005442, 1456, 123760
1521005442, 1456, 125216
1521005442, 1456, 126672
1521005442, 1456, 128128
1521005442, 1456, 129584
1521005442, 1456, 131040
1521005442, 1456, 132496
1521005442, 1456, 133952
1521005443, 1456, 135408
1521005443, 1456, 136864
1521005443, 1456, 138320
1521005443, 1456, 139776
1521005443, 1456, 141232
1521005443, 1456, 142688
1521005443, 1456, 144144
1521005443, 1456, 145600
1521005443, 1456, 147056
1521005443, 1456, 148512
1521005443, 1456, 149968
1521005443, 1456, 151424
1521005443, 1456, 152880
1521005443, 1456, 154336
1521005443, 1456, 155792
1521005443, 1456, 157248
1521005443, 1456, 158704
1521005443, 1456, 160160
1521005443, 1456, 161616
1521005443, 1456, 163072
1521005443, 1456, 164528
1521005443, 1456, 165984
1521005444, 1456, 167440
1521005444, 1456, 168896
1521005444, 1456, 170352
1521005444, 1456, 171808
1521005444, 1456, 173264
1521005444, 1456, 174720
1521005444, 1456, 176176
1521005444, 1456, 177632
1521005444, 1456, 179088
1521005444, 1456, 180544
1521005444, 1456, 182000
1521005444, 1456, 183456
1521005444, 1456, 184912
1521005444, 1456, 186368
1521005444, 1456, 187824
1521005444, 1456, 189280
1521005444, 1456, 190736
1521005444, 1456, 192192
1521005444, 1456, 193648
1521005444, 1456, 195104
1521005444, 1456, 196560
1521005444, 1456, 198016
1521005444, 1456, 199472
1521005444, 1456, 200928
1521005445, 1456, 202384
1521005445, 1456, 203840
1521005445, 1456, 205296
1521005445, 1456, 206752
1521005445, 1456, 208208
1521005445, 1456, 209664
1521005445, 1456, 211120
1521005445, 1456, 212576
1521005445, 1456, 214032
1521005445, 1456, 215488
1521005445, 1456, 216944
1521005445, 1456, 218400
1521005445, 1456, 219856
1521005445, 1456, 221312
1521005445, 1456, 222768
1521005445, 1456, 224224
1521005445, 1456, 225680
1521005445, 1456, 227136
1521005445, 1456, 228592
1521005445, 1456, 230048
1521005445, 1456, 231504
1521005445, 1456, 232960
1521005445, 1456, 234416
1521005446, 1456, 235872
1521005446, 1456, 237328
1521005446, 1456, 238784
1521005446, 1456, 238784
1521005446, 1456, 238784
1521005446, 1456, 238784
1521005446, 1456, 238784
1521005446, 1456, 238784
1521005446, 1456, 238784
1521005446, 1456, 238784
1521005446, 1456, 240240
1521005446, 1456, 240240
1521005446, 1456, 240240
1521005446, 1456, 240240
1521005446, 1456, 240240
1521005446, 1456, 240240
1521005446, 1456, 240240
1521005446, 1456, 240240
1521005446, 1456, 241696
1521005446, 1456, 241696
1521005446, 1456, 241696
1521005446, 1456, 241696
1521005446, 1456, 241696
1521005446, 1456, 241696
1521005446, 1456, 241696
1521005447, 1456, 241696
1521005447, 1456, 243152
1521005447, 1456, 243152
1521005447, 1456, 243152
1521005447, 1456, 243152
1521005447, 1456, 243152
1521005447, 1456, 243152
1521005447, 1456, 243152
1521005447, 1456, 243152
1521005447, 1456, 244608
1521005447, 1456, 244608
1521005447, 1456, 244608
1521005447, 1456, 244608
1521005447, 1456, 244608
1521005447, 1456, 244608
1521005447, 1456, 244608
1521005447, 1456, 244608
1521005447, 1456, 246064
1521005447, 1456, 246064
1521005447, 1456, 246064
1521005447, 1456, 246064
1521005447, 1456, 246064
1521005447, 1456, 246064
1521005447, 1456, 246064
1521005447, 1456, 246064
1521005447, 1456, 247520
1521005447, 1456, 247520
1521005447, 1456, 247520
1521005447, 1456, 247520
1521005447, 1456, 247520
1521005447, 1456, 247520
1521005447, 1456, 247520
1521005447, 1456, 247520
1521005447, 1456, 248976
1521005447, 1456, 248976
1521005447, 1456, 248976
1521005447, 1456, 248976
1521005447, 1456, 248976
1521005447, 1456, 248976
1521005447, 1456, 248976
1521005447, 1456, 248976
1521005447, 1456, 250432
1521005447, 1456, 250432
1521005447, 1456, 250432
1521005447, 1456, 250432
1521005447, 1456, 250432
1521005447, 1456, 250432
1521005447, 1456, 250432
1521005447, 1456, 250432
1521005447, 1456, 251888
1521005447, 1456, 251888
1521005447, 1456, 251888
1521005447, 1456, 251888
1521005447, 1456, 251888
1521005447, 1456, 251888
1521005447, 1456, 251888
1521005447, 1456, 251888
1521005447, 1456, 253344
1521005447, 1456, 253344
1521005447, 1456, 253344
1521005447, 1456, 253344
1521005447, 1456, 253344
1521005447, 1456, 253344
1521005447, 1456, 253344
1521005447, 1456, 253344
1521005447, 1456, 254800
1521005447, 1456, 254800
1521005447, 1456, 254800
1521005447, 1456, 254800
1521005447, 1456, 254800
1521005447, 1456, 254800
1521005447, 1456, 254800
1521005447, 1456, 254800
1521005447, 1456, 256256
1521005447, 1456, 256256
1521005447, 1456, 256256
1521005447, 1456, 256256
1521005447, 1456, 256256
1521005447, 1456, 256256
1521005447, 1456, 256256
1521005447, 1456, 256256
1521005447, 1456, 257712
1521005447, 1456, 257712
1521005447, 1456, 257712
1521005447, 1456, 257712
1521005447, 1456, 257712
1521005447, 1456, 257712
1521005447, 1456, 257712
1521005447, 1456, 257712
1521005447, 1456, 259168
1521005447, 1456, 259168
1521005447, 1456, 259168
1521005447, 1456, 259168
1521005447, 1456, 259168
1521005447, 1456, 259168
1521005447, 1456, 259168
1521005447, 1456, 259168
1521005447, 1456, 260624
1521005447, 1456, 260624
1521005447, 1456, 260624
1521005447, 1456, 260624
1521005447, 1456, 260624
1521005447, 1456, 260624
1521005447, 1456, 260624
1521005447, 1456, 260624
1521005447, 1456, 262080
1521005447, 1456, 262080
1521005447, 1456, 262080
1521005447, 1456, 262080
1521005447, 1456, 262080
1521005447, 1456, 262080
1521005447, 1456, 262080
1521005447, 1456, 262080
1521005447, 1456, 263536
1521005447, 1456, 263536
1521005447, 1456, 263536
1521005447, 1456, 263536
1521005447, 1456, 263536
1521005447, 1456, 263536
1521005447, 1456, 263536
1521005447, 1456, 263536
1521005447, 1456, 264992
1521005447, 1456, 264992
1521005447, 1456, 264992
1521005447, 1456, 264992
1521005447, 1456, 264992
1521005447, 1456, 264992
1521005447, 1456, 264992
1521005447, 1456, 264992
1521005447, 1456, 266448
1521005447, 1456, 266448
1521005447, 1456, 266448
1521005447, 1456, 266448
1521005447, 1456, 266448
1521005447, 1456, 266448
1521005447, 1456, 266448
1521005447, 1456, 266448
1521005447, 1456, 267904
1521005447, 1456, 267904
1521005447, 1456, 267904
1521005447, 1456, 267904
1521005447, 1456, 267904
1521005447, 1456, 267904
1521005447, 1456, 267904
1521005447, 1456, 267904
1521005447, 1456, 269360
1521005447, 1456, 269360
1521005447, 1456, 269360
1521005447, 1456, 269360
1521005447, 1456, 269360
1521005447, 1456, 269360
1521005447, 1456, 269360
1521005447, 1456, 269360
1521005447, 1456, 270816
1521005447, 1456, 270816
1521005447, 1456, 270816
1521005447, 1456, 270816
1521005447, 1456, 270816
1521005447, 1456, 270816
1521005447, 1456, 270816
1521005447, 1456, 270816
1521005447, 1456, 272272
1521005447, 1456, 272272
1521005447, 1456, 272272
1521005447, 1456, 272272
1521005447, 1456, 272272
1521005447, 1456, 272272
1521005447, 1456, 272272
1521005447, 1456, 272272
1521005447, 1456, 273728
1521005447, 1456, 273728
1521005447, 1456, 273728
1521005447, 1456, 273728
1521005447, 1456, 273728
1521005447, 1456, 273728
1521005447, 1456, 273728
1521005447, 1456, 273728
1521005447, 1456, 275184
1521005447, 1456, 275184
1521005447, 1456, 275184
1521005447, 1456, 275184
1521005447, 1456, 275184
1521005447, 1456, 275184
1521005447, 1456, 275184
1521005448, 1456, 275184
1521005448, 1456, 276640
1521005448, 1456, 276640
1521005448, 1456, 276640
1521005448, 1456, 276640
1521005448, 1456, 276640
1521005448, 1456, 276640
1521005448, 1456, 276640
1521005448, 1456, 276640
1521005448, 1456, 278096
1521005448, 1456, 278096
1521005448, 1456, 278096
1521005448, 1456, 278096
1521005448, 1456, 278096
1521005448, 1456, 278096
1521005448, 1456, 278096
1521005448, 1456, 278096
1521005448, 1456, 279552
1521005448, 1456, 279552
1521005448, 1456, 279552
1521005448, 1456, 279552
1521005448, 1456, 279552
1521005448, 1456, 279552
1521005448, 1456, 279552
1521005448, 1456, 279552
1521005448, 1456, 281008
1521005448, 1456, 281008
1521005448, 1456, 281008
1521005448, 1456, 281008
1521005448, 1456, 281008
1521005448, 1456, 281008
1521005448, 1456, 281008
1521005448, 1456, 281008
1521005448, 1456, 282464
1521005448, 1456, 282464
1521005448, 1456, 282464
1521005448, 1456, 282464
1521005448, 1456, 282464
1521005448, 1456, 282464
1521005448, 1456, 282464
1521005448, 1456, 282464
1521005448, 1456, 283920
1521005448, 1456, 283920
1521005448, 1456, 283920
1521005448, 1456, 283920
1521005448, 1456, 283920
1521005448, 1456, 283920
1521005448, 1456, 283920
1521005448, 1456, 283920
1521005448, 1456, 285376
1521005448, 1456, 285376
1521005448, 1456, 285376
1521005448, 1456, 285376
1521005448, 1456, 285376
1521005448, 1456, 285376
1521005448, 1456, 285376
1521005448, 1456, 285376
1521005448, 1456, 286832
1521005448, 1456, 286832
1521005448, 1456, 286832
1521005448, 1456, 286832
1521005448, 1456, 286832
1521005448, 1456, 286832
1521005448, 1456, 286832
1521005448, 1456, 286832
1521005448, 1456, 288288
1521005448, 1456, 288288
1521005448, 1456, 288288
1521005448, 1456, 288288
1521005448, 1456, 288288
1521005448, 1456, 288288
1521005448, 1456, 288288
1521005448, 1456, 288288
1521005448, 1456, 289744
1521005448, 1456, 289744
1521005448, 1456, 289744
1521005448, 1456, 289744
1521005448, 1456, 289744
1521005448, 1456, 289744
1521005448, 1456, 289744
1521005448, 1456, 289744
1521005448, 1456, 291200
1521005448, 1456, 291200
1521005448, 1456, 291200
1521005448, 1456, 291200
1521005448, 1456, 291200
1521005448, 1456, 291200
1521005448, 1456, 291200
1521005448, 1456, 291200
1521005448, 1456, 292656
1521005448, 1456, 292656
1521005448, 1456, 292656
1521005448, 1456, 292656
1521005448, 1456, 292656
1521005448, 1456, 292656
1521005448, 1456, 292656
1521005448, 1456, 292656
1521005448, 1456, 294112
1521005448, 1456, 294112
1521005448, 1456, 294112
1521005448, 1456, 294112
1521005448, 1456, 294112
1521005448, 1456, 294112
1521005448, 1456, 294112
1521005448, 1456, 294112
1521005448, 1456, 295568
1521005448, 1456, 295568
1521005448, 1456, 295568
1521005448, 1456, 295568
1521005448, 1456, 295568
1521005448, 1456, 295568
1521005448, 1456, 295568
1521005448, 1456, 295568
1521005448, 1456, 297024
1521005448, 1456, 297024
1521005448, 1456, 297024
1521005448, 1456, 297024
1521005448, 1456, 297024
1521005448, 1456, 297024
1521005448, 1456, 297024
1521005448, 1456, 297024
1521005448, 1456, 298480
1521005448, 1456, 298480
1521005448, 1456, 298480
1521005448, 1456, 298480
1521005448, 1456, 298480
1521005448, 1456, 298480
1521005448, 1456, 298480
1521005448, 1456, 298480
1521005448, 1456, 299936
1521005448, 1456, 299936
1521005448, 1456, 299936
1521005448, 1456, 299936
1521005448, 1456, 299936
1521005448, 1456, 299936
1521005448, 1456, 299936
1521005448, 1456, 299936
1521005448, 1456, 301392
1521005448, 1456, 301392
1521005448, 1456, 301392
1521005448, 1456, 301392
1521005448, 1456, 301392
1521005448, 1456, 301392
1521005448, 1456, 301392
1521005448, 1456, 301392
1521005448, 1456, 302848
1521005448, 1456, 302848
1521005448, 1456, 302848
1521005448, 1456, 302848
1521005448, 1456, 302848
1521005448, 1456, 302848
1521005448, 1456, 302848
1521005448, 1456, 302848
1521005448, 1456, 304304
1521005448, 1456, 304304
1521005448, 1456, 304304
1521005448, 1456, 304304
1521005448, 1456, 304304
1521005448, 1456, 304304
1521005448, 1456, 304304
